order_item_id,order_id,product_id,quantity,unit_price,cost_price,item_discount
697,418,14,1,68.00,24.00,0.00
698,418,1,1,179.99,75.00,0.00
699,419,29,1,54.99,18.00,0.00
700,420,13,1,124.99,42.00,0.00
701,420,5,2,49.99,16.00,0.00
702,421,31,1,22.00,5.50,0.00
703,422,21,1,129.99,45.00,0.00
704,422,10,1,79.99,32.00,0.00
705,422,6,2,49.99,18.50,0.00
706,423,12,1,88.00,30.00,0.00
707,423,5,1,49.99,16.00,0.00
708,424,14,1,68.00,24.00,0.00
709,424,27,1,32.00,11.00,0.00
710,424,11,1,69.99,28.00,0.00
711,424,7,1,249.99,110.00,0.00
712,425,36,2,94.99,34.00,0.00
713,426,26,1,24.99,6.50,0.00
714,427,8,1,89.99,38.00,0.00
715,428,30,2,28.00,7.00,0.00
716,429,9,1,34.99,12.00,0.00
717,430,3,2,119.99,48.00,0.00
718,431,14,1,68.00,24.00,0.00
719,432,20,1,99.99,35.00,0.00
720,433,14,2,68.00,24.00,0.00
721,434,6,1,49.99,18.50,0.00
722,434,20,2,99.99,35.00,0.00
723,435,8,1,89.99,38.00,4.50
724,436,12,1,88.00,30.00,0.00
725,437,14,1,68.00,24.00,0.00
726,438,2,2,399.99,210.00,0.00
727,439,24,1,69.99,25.00,0.00
728,439,23,1,89.99,32.00,0.00
729,440,35,1,29.99,9.00,0.00
730,441,18,1,59.99,20.00,0.00
731,441,4,1,69.99,22.00,0.00
732,442,7,1,249.99,110.00,0.00
733,442,22,1,99.99,38.00,0.00
734,443,26,1,24.99,6.50,0.00
735,443,32,1,42.00,12.00,0.00
736,444,12,2,88.00,30.00,0.00
737,445,8,1,89.99,38.00,0.00
738,445,33,2,289.99,115.00,0.00
739,446,7,2,249.99,110.00,0.00
740,447,22,3,99.99,38.00,0.00
741,447,6,1,49.99,18.50,0.00
742,448,29,1,54.99,18.00,0.00
743,448,28,1,329.99,140.00,0.00
744,449,26,1,24.99,6.50,0.00
745,449,28,1,329.99,140.00,0.00
746,449,10,1,79.99,32.00,0.00
747,450,38,1,199.99,78.00,0.00
748,451,37,2,29.99,8.50,0.00
749,452,33,2,289.99,115.00,0.00
750,452,3,2,119.99,48.00,0.00
751,453,27,1,32.00,11.00,0.00
752,453,25,1,39.95,14.00,0.00
753,454,21,1,129.99,45.00,0.00
754,454,28,1,329.99,140.00,0.00
755,454,12,1,88.00,30.00,0.00
756,455,28,2,329.99,140.00,0.00
757,456,27,1,32.00,11.00,0.00
758,457,35,1,29.99,9.00,0.00
759,457,6,1,49.99,18.50,0.00
760,457,16,1,74.99,26.00,0.00
761,458,35,2,29.99,9.00,0.00
762,458,33,2,289.99,115.00,0.00
763,458,38,3,199.99,78.00,0.00
764,458,19,2,169.99,62.00,0.00
765,459,33,1,289.99,115.00,14.50
766,459,24,1,69.99,25.00,7.00
767,459,29,1,54.99,18.00,0.00
768,459,1,2,179.99,75.00,0.00
769,460,33,1,289.99,115.00,0.00
770,460,10,1,79.99,32.00,0.00
771,461,6,1,49.99,18.50,0.00
772,461,38,1,199.99,78.00,0.00
773,461,28,1,329.99,140.00,0.00
774,462,26,1,24.99,6.50,3.75
775,462,12,2,88.00,30.00,0.00
776,463,5,1,49.99,16.00,0.00
777,464,15,1,28.00,8.50,0.00
778,464,18,1,59.99,20.00,0.00
779,464,35,1,29.99,9.00,0.00
780,464,26,1,24.99,6.50,0.00
781,465,16,1,74.99,26.00,0.00
782,465,23,1,89.99,32.00,0.00
783,466,16,1,74.99,26.00,0.00
784,467,18,2,59.99,20.00,0.00
785,468,37,1,29.99,8.50,0.00
786,469,35,1,29.99,9.00,0.00
787,469,3,1,119.99,48.00,0.00
788,470,17,1,159.99,55.00,0.00
789,470,35,1,29.99,9.00,0.00
790,471,20,1,99.99,35.00,0.00
791,472,12,2,88.00,30.00,0.00
792,472,4,3,69.99,22.00,0.00
793,473,21,1,129.99,45.00,0.00
794,474,37,1,29.99,8.50,4.50
795,475,1,2,179.99,75.00,0.00
796,476,20,3,99.99,35.00,0.00
797,476,21,1,129.99,45.00,0.00
798,477,22,1,99.99,38.00,0.00
799,477,19,1,169.99,62.00,0.00
800,478,10,1,79.99,32.00,0.00
801,479,25,1,39.95,14.00,0.00
802,479,2,1,399.99,210.00,40.00
803,480,35,1,29.99,9.00,0.00
804,481,23,1,89.99,32.00,0.00
805,482,8,2,89.99,38.00,13.50
806,483,36,1,94.99,34.00,0.00
807,484,17,1,159.99,55.00,0.00
808,485,13,1,124.99,42.00,0.00
809,485,5,1,49.99,16.00,0.00
810,486,26,2,24.99,6.50,0.00
811,487,11,2,69.99,28.00,0.00
812,488,13,1,124.99,42.00,0.00
813,489,20,2,99.99,35.00,0.00
814,489,1,2,179.99,75.00,0.00
815,489,3,1,119.99,48.00,0.00
816,490,17,1,159.99,55.00,0.00
817,490,28,1,329.99,140.00,49.50
818,490,4,1,69.99,22.00,0.00
819,490,35,2,29.99,9.00,4.50
820,491,33,1,289.99,115.00,0.00
821,492,21,1,129.99,45.00,0.00
822,493,35,1,29.99,9.00,1.50
823,493,25,2,39.95,14.00,0.00
824,493,17,1,159.99,55.00,0.00
825,494,4,2,69.99,22.00,0.00
826,494,37,1,29.99,8.50,0.00
827,494,36,1,94.99,34.00,0.00
828,495,2,1,399.99,210.00,0.00
829,496,13,1,124.99,42.00,6.25
830,496,24,2,69.99,25.00,0.00
831,497,36,1,94.99,34.00,0.00
832,498,2,2,399.99,210.00,0.00
833,498,30,1,28.00,7.00,0.00
834,499,25,1,39.95,14.00,2.00
835,500,29,1,54.99,18.00,8.25
836,501,35,1,29.99,9.00,0.00
837,502,37,1,29.99,8.50,0.00
838,503,5,1,49.99,16.00,0.00
839,504,1,1,179.99,75.00,9.00
840,505,33,1,289.99,115.00,0.00
841,506,5,1,49.99,16.00,0.00
842,507,38,1,199.99,78.00,30.00
843,508,19,1,169.99,62.00,0.00
844,509,24,1,69.99,25.00,10.50
845,510,4,1,69.99,22.00,0.00
846,511,32,1,42.00,12.00,0.00
847,512,35,2,29.99,9.00,0.00
848,513,24,3,69.99,25.00,0.00
849,514,29,1,54.99,18.00,5.50
850,514,4,1,69.99,22.00,0.00
851,514,37,1,29.99,8.50,3.00
852,515,15,2,28.00,8.50,0.00
853,515,10,1,79.99,32.00,0.00
854,516,33,3,289.99,115.00,0.00
855,516,10,1,79.99,32.00,0.00
856,517,12,1,88.00,30.00,0.00
857,518,10,1,79.99,32.00,8.00
858,519,33,1,289.99,115.00,0.00
859,519,13,2,124.99,42.00,0.00
860,519,36,3,94.99,34.00,0.00
861,520,4,1,69.99,22.00,0.00
862,520,26,1,24.99,6.50,0.00
863,520,24,1,69.99,25.00,0.00
864,521,7,2,249.99,110.00,0.00
865,521,6,1,49.99,18.50,0.00
866,521,30,1,28.00,7.00,0.00
867,522,15,1,28.00,8.50,0.00
868,523,4,1,69.99,22.00,0.00
869,524,22,1,99.99,38.00,10.00
870,524,3,1,119.99,48.00,0.00
871,525,5,3,49.99,16.00,0.00
872,525,4,1,69.99,22.00,0.00
873,525,1,1,179.99,75.00,0.00
874,526,20,1,99.99,35.00,0.00
875,527,24,1,69.99,25.00,7.00
876,528,36,1,94.99,34.00,0.00
877,528,4,1,69.99,22.00,10.50
878,528,5,2,49.99,16.00,0.00
879,529,24,1,69.99,25.00,0.00
880,529,15,1,28.00,8.50,0.00
881,530,30,1,28.00,7.00,0.00
882,531,3,1,119.99,48.00,0.00
883,532,25,1,39.95,14.00,0.00
884,533,37,1,29.99,8.50,0.00
885,534,3,1,119.99,48.00,0.00
886,535,9,1,34.99,12.00,0.00
887,535,1,2,179.99,75.00,0.00
888,535,29,2,54.99,18.00,2.75
889,536,24,1,69.99,25.00,3.50
890,536,37,1,29.99,8.50,0.00
891,537,31,1,22.00,5.50,0.00
892,537,35,1,29.99,9.00,0.00
893,537,14,2,68.00,24.00,0.00
894,538,12,1,88.00,30.00,0.00
895,539,18,1,59.99,20.00,0.00
896,540,1,1,179.99,75.00,0.00
897,540,9,1,34.99,12.00,0.00
898,541,22,2,99.99,38.00,0.00
899,542,30,1,28.00,7.00,0.00
900,543,5,1,49.99,16.00,0.00
901,544,35,2,29.99,9.00,3.00
902,545,27,1,32.00,11.00,0.00
903,545,26,2,24.99,6.50,3.75
904,545,30,2,28.00,7.00,0.00
905,545,3,1,119.99,48.00,0.00
906,546,13,1,124.99,42.00,0.00
907,546,15,1,28.00,8.50,0.00
908,547,27,1,32.00,11.00,0.00
909,548,32,2,42.00,12.00,0.00
910,549,25,1,39.95,14.00,0.00
911,549,17,2,159.99,55.00,0.00
912,550,16,1,74.99,26.00,0.00
913,550,5,2,49.99,16.00,0.00
914,551,18,1,59.99,20.00,0.00
915,551,32,1,42.00,12.00,0.00
916,552,16,1,74.99,26.00,0.00
917,553,18,1,59.99,20.00,0.00
918,554,22,1,99.99,38.00,0.00
919,555,18,1,59.99,20.00,0.00
920,556,20,2,99.99,35.00,0.00
921,556,21,2,129.99,45.00,0.00
922,557,34,2,64.99,22.00,0.00
923,558,21,1,129.99,45.00,0.00
924,558,11,1,69.99,28.00,0.00
925,559,13,1,124.99,42.00,0.00
926,560,21,1,129.99,45.00,0.00
927,561,34,1,64.99,22.00,3.25
928,562,13,1,124.99,42.00,0.00
929,562,8,1,89.99,38.00,0.00
930,563,10,1,79.99,32.00,0.00
931,564,23,1,89.99,32.00,0.00
932,564,14,2,68.00,24.00,0.00
933,564,16,1,74.99,26.00,0.00
934,564,10,1,79.99,32.00,0.00
935,565,6,1,49.99,18.50,0.00
936,566,1,1,179.99,75.00,0.00
937,567,32,2,42.00,12.00,0.00
938,567,28,1,329.99,140.00,0.00
939,567,17,2,159.99,55.00,8.00
940,567,35,3,29.99,9.00,0.00
941,568,37,1,29.99,8.50,0.00
942,568,10,1,79.99,32.00,0.00
943,569,22,2,99.99,38.00,0.00
944,569,14,2,68.00,24.00,0.00
945,569,24,1,69.99,25.00,0.00
946,569,4,1,69.99,22.00,0.00
947,570,21,1,129.99,45.00,0.00
948,571,4,1,69.99,22.00,0.00
949,572,17,1,159.99,55.00,0.00
950,573,18,1,59.99,20.00,0.00
951,574,1,2,179.99,75.00,9.00
952,575,35,1,29.99,9.00,0.00
953,576,12,1,88.00,30.00,8.80
954,576,9,1,34.99,12.00,0.00
955,576,29,1,54.99,18.00,0.00
956,576,25,1,39.95,14.00,0.00
957,577,25,1,39.95,14.00,0.00
958,578,38,1,199.99,78.00,0.00
959,579,4,1,69.99,22.00,0.00
960,580,29,1,54.99,18.00,0.00
961,581,3,1,119.99,48.00,0.00
962,581,2,1,399.99,210.00,0.00
963,581,27,1,32.00,11.00,0.00
964,582,24,1,69.99,25.00,0.00
965,583,36,2,94.99,34.00,0.00
966,583,37,1,29.99,8.50,0.00
967,584,15,2,28.00,8.50,0.00
968,584,20,1,99.99,35.00,15.00
969,584,17,2,159.99,55.00,0.00
970,585,18,1,59.99,20.00,0.00
971,585,27,1,32.00,11.00,0.00
972,586,18,1,59.99,20.00,3.00
973,586,7,3,249.99,110.00,0.00
974,587,38,1,199.99,78.00,0.00
975,588,23,2,89.99,32.00,0.00
976,588,7,2,249.99,110.00,0.00
977,588,9,1,34.99,12.00,0.00
978,589,24,1,69.99,25.00,0.00
979,590,9,1,34.99,12.00,0.00
980,591,29,1,54.99,18.00,0.00
981,592,10,2,79.99,32.00,0.00
982,592,37,1,29.99,8.50,4.50
983,593,21,1,129.99,45.00,0.00
984,594,12,1,88.00,30.00,0.00
985,595,7,1,249.99,110.00,12.50
986,595,14,1,68.00,24.00,0.00
987,596,28,1,329.99,140.00,0.00
988,597,12,2,88.00,30.00,0.00
989,598,3,1,119.99,48.00,0.00
990,598,9,2,34.99,12.00,0.00
991,599,24,1,69.99,25.00,0.00
992,600,27,1,32.00,11.00,0.00
993,600,7,2,249.99,110.00,0.00
994,601,31,1,22.00,5.50,0.00
995,602,22,1,99.99,38.00,0.00
996,602,25,1,39.95,14.00,0.00
997,603,6,1,49.99,18.50,7.50
998,604,32,2,42.00,12.00,0.00
999,604,19,1,169.99,62.00,0.00
1000,604,3,1,119.99,48.00,0.00
1001,605,25,1,39.95,14.00,0.00
1002,605,17,1,159.99,55.00,0.00
1003,605,16,1,74.99,26.00,7.50
1004,606,1,2,179.99,75.00,0.00
1005,606,35,1,29.99,9.00,0.00
1006,607,25,1,39.95,14.00,4.00
1007,607,33,1,289.99,115.00,0.00
1008,608,27,1,32.00,11.00,0.00
1009,608,15,1,28.00,8.50,0.00
1010,609,6,1,49.99,18.50,0.00
1011,610,27,1,32.00,11.00,0.00
1012,611,19,1,169.99,62.00,0.00
1013,612,37,1,29.99,8.50,0.00
1014,613,5,1,49.99,16.00,0.00
1015,614,1,1,179.99,75.00,0.00
1016,615,25,1,39.95,14.00,0.00
1017,616,19,1,169.99,62.00,0.00
1018,616,26,1,24.99,6.50,0.00
1019,617,17,1,159.99,55.00,0.00
1020,618,27,1,32.00,11.00,0.00
1021,619,15,2,28.00,8.50,0.00
1022,620,1,1,179.99,75.00,0.00
1023,620,21,1,129.99,45.00,0.00
1024,620,3,1,119.99,48.00,0.00
1025,621,11,2,69.99,28.00,0.00
1026,621,30,2,28.00,7.00,0.00
1027,622,27,1,32.00,11.00,0.00
1028,622,6,2,49.99,18.50,0.00
1029,623,5,1,49.99,16.00,0.00
1030,624,2,3,399.99,210.00,0.00
1031,624,26,1,24.99,6.50,0.00
1032,625,18,1,59.99,20.00,3.00
1033,626,35,1,29.99,9.00,0.00
1034,626,16,1,74.99,26.00,0.00
1035,627,11,1,69.99,28.00,0.00
1036,628,21,1,129.99,45.00,0.00
1037,629,31,1,22.00,5.50,0.00
1038,630,32,1,42.00,12.00,0.00
1039,630,17,2,159.99,55.00,0.00
1040,631,7,1,249.99,110.00,0.00
1041,631,25,1,39.95,14.00,0.00
1042,632,3,1,119.99,48.00,0.00
1043,632,11,1,69.99,28.00,0.00
1044,632,26,1,24.99,6.50,3.75
1045,633,35,1,29.99,9.00,0.00
1046,634,1,1,179.99,75.00,18.00
1047,634,4,1,69.99,22.00,0.00
1048,635,36,1,94.99,34.00,0.00
1049,636,2,1,399.99,210.00,0.00
1050,636,8,2,89.99,38.00,0.00
1051,637,3,1,119.99,48.00,0.00
1052,638,9,1,34.99,12.00,0.00
1053,639,22,1,99.99,38.00,0.00
1054,639,16,1,74.99,26.00,0.00
1055,640,28,1,329.99,140.00,0.00
1056,640,21,2,129.99,45.00,0.00
1057,641,12,2,88.00,30.00,0.00
1058,642,28,2,329.99,140.00,0.00
1059,643,20,1,99.99,35.00,0.00
1060,644,4,1,69.99,22.00,0.00
1061,645,30,1,28.00,7.00,0.00
1062,646,2,1,399.99,210.00,20.00
1063,647,12,1,88.00,30.00,0.00
1064,648,14,2,68.00,24.00,0.00
1065,649,25,1,39.95,14.00,0.00
1066,650,28,3,329.99,140.00,0.00
1067,650,17,1,159.99,55.00,0.00
1068,651,34,2,64.99,22.00,0.00
1069,651,19,1,169.99,62.00,0.00
1070,652,37,2,29.99,8.50,4.50
1071,652,23,1,89.99,32.00,0.00
1072,653,35,1,29.99,9.00,0.00
1073,654,18,1,59.99,20.00,0.00
1074,654,14,1,68.00,24.00,0.00
1075,655,32,2,42.00,12.00,4.20
1076,656,38,2,199.99,78.00,0.00
1077,656,14,1,68.00,24.00,0.00
1078,656,15,1,28.00,8.50,0.00
1079,657,8,1,89.99,38.00,0.00
1080,657,37,1,29.99,8.50,0.00
1081,658,34,2,64.99,22.00,0.00
1082,658,21,2,129.99,45.00,0.00
1083,659,25,2,39.95,14.00,4.00
1084,660,22,1,99.99,38.00,0.00
1085,660,35,2,29.99,9.00,0.00
1086,661,8,1,89.99,38.00,0.00
1087,662,25,2,39.95,14.00,0.00
1088,662,27,1,32.00,11.00,0.00
1089,662,1,1,179.99,75.00,27.00
1090,662,22,1,99.99,38.00,5.00
1091,663,3,3,119.99,48.00,18.00
1092,663,24,1,69.99,25.00,7.00
1093,664,15,1,28.00,8.50,0.00
1094,664,38,1,199.99,78.00,0.00
1095,665,33,1,289.99,115.00,0.00
1096,666,16,2,74.99,26.00,0.00
1097,667,8,2,89.99,38.00,0.00
1098,667,7,1,249.99,110.00,0.00
1099,667,25,1,39.95,14.00,0.00
1100,667,18,1,59.99,20.00,6.00
1101,668,29,2,54.99,18.00,8.25
1102,668,1,1,179.99,75.00,9.00
1103,669,11,3,69.99,28.00,0.00
1104,670,1,1,179.99,75.00,0.00
1105,671,16,2,74.99,26.00,0.00
1106,672,2,1,399.99,210.00,0.00
1107,672,38,1,199.99,78.00,0.00
1108,672,36,1,94.99,34.00,0.00
1109,672,31,1,22.00,5.50,0.00
1110,673,7,1,249.99,110.00,0.00
1111,674,3,2,119.99,48.00,0.00
1112,674,22,2,99.99,38.00,0.00
1113,675,21,1,129.99,45.00,6.50
1114,676,3,1,119.99,48.00,6.00
1115,676,29,1,54.99,18.00,0.00
1116,677,18,3,59.99,20.00,3.00
1117,677,27,1,32.00,11.00,0.00
1118,677,8,1,89.99,38.00,0.00
1119,678,6,1,49.99,18.50,5.00
1120,679,25,1,39.95,14.00,0.00
1121,679,2,1,399.99,210.00,0.00
1122,679,14,1,68.00,24.00,6.80
1123,680,18,2,59.99,20.00,0.00
1124,680,23,1,89.99,32.00,4.50
1125,681,28,1,329.99,140.00,0.00
1126,682,33,1,289.99,115.00,29.00
1127,683,8,1,89.99,38.00,0.00
1128,683,37,1,29.99,8.50,0.00
1129,683,3,1,119.99,48.00,0.00
1130,683,32,1,42.00,12.00,0.00
1131,684,13,3,124.99,42.00,0.00
1132,684,21,1,129.99,45.00,0.00
1133,685,1,1,179.99,75.00,0.00
1134,686,14,2,68.00,24.00,3.40
1135,687,8,1,89.99,38.00,13.50
1136,688,10,2,79.99,32.00,8.00
1137,689,35,2,29.99,9.00,0.00
1138,690,38,1,199.99,78.00,0.00
1139,690,33,1,289.99,115.00,0.00
1140,691,36,1,94.99,34.00,0.00
1141,692,17,2,159.99,55.00,0.00
1142,693,17,2,159.99,55.00,0.00
1143,693,19,1,169.99,62.00,0.00
1144,693,38,1,199.99,78.00,30.00
1145,694,15,1,28.00,8.50,0.00
1146,694,33,3,289.99,115.00,29.00
1147,694,29,1,54.99,18.00,0.00
1148,695,11,3,69.99,28.00,0.00
1149,696,36,1,94.99,34.00,0.00
1150,696,22,1,99.99,38.00,0.00
1151,696,7,3,249.99,110.00,0.00
1152,696,8,1,89.99,38.00,0.00
1153,697,4,1,69.99,22.00,0.00
1154,698,24,1,69.99,25.00,0.00
1155,698,1,1,179.99,75.00,0.00
1156,698,32,2,42.00,12.00,0.00
1157,699,15,2,28.00,8.50,0.00
1158,700,10,1,79.99,32.00,0.00
1159,701,9,1,34.99,12.00,0.00
1160,701,30,1,28.00,7.00,2.80
1161,702,5,3,49.99,16.00,0.00
1162,703,19,1,169.99,62.00,8.50
1163,703,31,1,22.00,5.50,0.00
1164,704,9,2,34.99,12.00,0.00
1165,704,16,1,74.99,26.00,0.00
1166,704,21,1,129.99,45.00,0.00
1167,704,18,1,59.99,20.00,3.00
1168,705,26,1,24.99,6.50,0.00
1169,706,34,1,64.99,22.00,9.75
1170,706,10,1,79.99,32.00,0.00
1171,707,2,1,399.99,210.00,20.00
1172,708,34,1,64.99,22.00,0.00
1173,708,28,1,329.99,140.00,49.50
1174,709,4,1,69.99,22.00,0.00
1175,709,6,2,49.99,18.50,0.00
1176,710,36,1,94.99,34.00,0.00
1177,710,27,2,32.00,11.00,0.00
1178,711,7,1,249.99,110.00,0.00
1179,712,29,1,54.99,18.00,0.00
1180,713,1,1,179.99,75.00,0.00
1181,714,31,3,22.00,5.50,0.00
1182,715,22,2,99.99,38.00,10.00
1183,716,30,1,28.00,7.00,0.00
1184,716,33,1,289.99,115.00,0.00
1185,717,30,1,28.00,7.00,0.00
1186,718,24,1,69.99,25.00,3.50
1187,718,10,2,79.99,32.00,0.00
1188,719,8,2,89.99,38.00,0.00
1189,719,35,1,29.99,9.00,0.00
1190,720,24,2,69.99,25.00,0.00
1191,721,15,1,28.00,8.50,1.40
1192,721,20,2,99.99,35.00,0.00
1193,721,36,1,94.99,34.00,0.00
1194,722,36,1,94.99,34.00,0.00
1195,723,24,2,69.99,25.00,0.00
1196,724,28,2,329.99,140.00,0.00
1197,724,24,1,69.99,25.00,7.00
1198,725,31,3,22.00,5.50,0.00
1199,725,35,1,29.99,9.00,0.00
1200,726,25,1,39.95,14.00,0.00
1201,726,4,1,69.99,22.00,0.00
1202,727,10,2,79.99,32.00,0.00
1203,727,31,1,22.00,5.50,0.00
1204,728,33,2,289.99,115.00,0.00
1205,729,2,1,399.99,210.00,0.00
1206,730,4,1,69.99,22.00,0.00
1207,731,10,2,79.99,32.00,0.00
1208,732,10,1,79.99,32.00,4.00
1209,733,11,1,69.99,28.00,0.00
1210,733,35,2,29.99,9.00,0.00
1211,734,37,3,29.99,8.50,0.00
1212,734,36,1,94.99,34.00,0.00
1213,734,1,1,179.99,75.00,18.00
1214,734,7,1,249.99,110.00,0.00
1215,735,3,2,119.99,48.00,0.00
1216,736,18,1,59.99,20.00,0.00
1217,737,21,1,129.99,45.00,0.00
1218,737,17,1,159.99,55.00,0.00
1219,738,32,1,42.00,12.00,0.00
1220,738,12,2,88.00,30.00,0.00
1221,738,35,1,29.99,9.00,0.00
1222,738,6,2,49.99,18.50,0.00
1223,739,23,1,89.99,32.00,0.00
1224,739,14,1,68.00,24.00,0.00
1225,740,2,1,399.99,210.00,0.00
1226,740,11,2,69.99,28.00,0.00
1227,740,3,2,119.99,48.00,0.00
1228,741,11,1,69.99,28.00,0.00
1229,742,3,1,119.99,48.00,0.00
1230,743,19,2,169.99,62.00,0.00
1231,743,16,1,74.99,26.00,0.00
1232,743,26,1,24.99,6.50,0.00
1233,744,22,2,99.99,38.00,0.00
1234,745,31,1,22.00,5.50,0.00
1235,746,26,1,24.99,6.50,0.00
1236,747,7,2,249.99,110.00,12.50
1237,748,9,1,34.99,12.00,0.00
1238,749,9,1,34.99,12.00,0.00
1239,750,33,1,289.99,115.00,0.00
1240,750,35,1,29.99,9.00,0.00
1241,750,16,1,74.99,26.00,0.00
1242,750,17,2,159.99,55.00,24.00
1243,751,38,1,199.99,78.00,30.00
1244,751,36,2,94.99,34.00,0.00
1245,752,33,2,289.99,115.00,0.00
1246,753,12,1,88.00,30.00,0.00
1247,754,21,2,129.99,45.00,0.00
1248,754,24,1,69.99,25.00,0.00
1249,754,6,2,49.99,18.50,2.50
1250,755,27,1,32.00,11.00,0.00
1251,756,27,1,32.00,11.00,0.00
1252,756,26,1,24.99,6.50,0.00
1253,757,19,1,169.99,62.00,8.50
1254,758,9,1,34.99,12.00,0.00
1255,758,11,1,69.99,28.00,0.00
1256,759,27,3,32.00,11.00,0.00
1257,759,4,1,69.99,22.00,0.00
1258,759,31,1,22.00,5.50,0.00
1259,760,13,1,124.99,42.00,0.00
1260,760,27,1,32.00,11.00,0.00
1261,760,8,3,89.99,38.00,0.00
1262,760,1,2,179.99,75.00,0.00
1263,761,25,1,39.95,14.00,0.00
1264,761,34,2,64.99,22.00,0.00
1265,762,5,2,49.99,16.00,7.50
1266,762,31,1,22.00,5.50,0.00
1267,762,21,2,129.99,45.00,0.00
1268,763,23,1,89.99,32.00,0.00
1269,764,15,1,28.00,8.50,0.00
1270,765,18,1,59.99,20.00,0.00
1271,766,28,1,329.99,140.00,0.00
1272,767,17,1,159.99,55.00,0.00
1273,767,27,2,32.00,11.00,0.00
1274,767,30,2,28.00,7.00,0.00
1275,768,1,1,179.99,75.00,0.00
1276,768,34,1,64.99,22.00,0.00
1277,768,20,1,99.99,35.00,0.00
1278,769,28,1,329.99,140.00,0.00
1279,770,12,2,88.00,30.00,0.00
1280,770,27,2,32.00,11.00,0.00
1281,770,31,2,22.00,5.50,0.00
1282,771,33,3,289.99,115.00,29.00
1283,771,31,2,22.00,5.50,0.00
1284,772,4,1,69.99,22.00,0.00
1285,772,17,2,159.99,55.00,0.00
1286,773,11,1,69.99,28.00,0.00
1287,774,32,1,42.00,12.00,0.00
1288,774,8,3,89.99,38.00,0.00
1289,774,36,2,94.99,34.00,0.00
1290,775,11,1,69.99,28.00,0.00
1291,775,26,1,24.99,6.50,0.00
1292,776,2,1,399.99,210.00,0.00
1293,776,8,1,89.99,38.00,0.00
1294,777,18,1,59.99,20.00,0.00
1295,778,35,1,29.99,9.00,0.00
1296,779,4,1,69.99,22.00,0.00
1297,779,7,2,249.99,110.00,0.00
1298,780,4,2,69.99,22.00,0.00
1299,781,5,1,49.99,16.00,0.00
1300,782,2,1,399.99,210.00,20.00
1301,783,35,1,29.99,9.00,0.00
1302,784,36,1,94.99,34.00,4.75
1303,785,12,1,88.00,30.00,0.00
1304,786,24,1,69.99,25.00,0.00
1305,787,29,1,54.99,18.00,0.00
1306,787,1,1,179.99,75.00,0.00
1307,788,18,3,59.99,20.00,0.00
1308,788,2,2,399.99,210.00,0.00
1309,789,10,3,79.99,32.00,0.00
1310,790,5,1,49.99,16.00,0.00
1311,791,34,1,64.99,22.00,0.00
1312,792,38,2,199.99,78.00,0.00
1313,793,36,1,94.99,34.00,0.00
1314,794,17,1,159.99,55.00,16.00
1315,795,30,2,28.00,7.00,4.20
1316,796,37,1,29.99,8.50,4.50
1317,796,5,2,49.99,16.00,0.00
1318,796,14,1,68.00,24.00,0.00
1319,797,9,1,34.99,12.00,5.25
1320,798,36,2,94.99,34.00,0.00
1321,798,26,3,24.99,6.50,0.00
1322,798,9,2,34.99,12.00,0.00
1323,799,1,1,179.99,75.00,0.00
1324,799,29,2,54.99,18.00,0.00
1325,800,20,1,99.99,35.00,5.00
1326,801,32,1,42.00,12.00,0.00
1327,802,22,2,99.99,38.00,0.00
1328,803,20,2,99.99,35.00,0.00
1329,803,18,1,59.99,20.00,0.00
1330,804,31,1,22.00,5.50,0.00
1331,804,27,1,32.00,11.00,0.00
1332,805,6,1,49.99,18.50,0.00
1333,805,18,1,59.99,20.00,0.00
1334,806,29,1,54.99,18.00,0.00
1335,806,17,1,159.99,55.00,0.00
1336,806,18,1,59.99,20.00,0.00
1337,807,20,1,99.99,35.00,0.00
1338,808,38,1,199.99,78.00,0.00
1339,808,25,2,39.95,14.00,0.00
1340,809,2,1,399.99,210.00,40.00
1341,809,29,1,54.99,18.00,0.00
1342,810,22,1,99.99,38.00,5.00
1343,810,27,1,32.00,11.00,0.00
1344,811,36,1,94.99,34.00,0.00
1345,812,13,1,124.99,42.00,0.00
1346,813,30,2,28.00,7.00,0.00
1347,814,9,1,34.99,12.00,0.00
1348,814,13,1,124.99,42.00,0.00
1349,815,25,3,39.95,14.00,4.00
1350,816,5,1,49.99,16.00,5.00
1351,816,35,2,29.99,9.00,0.00
1352,817,26,1,24.99,6.50,0.00
1353,818,8,1,89.99,38.00,0.00
1354,819,37,1,29.99,8.50,0.00
1355,819,30,2,28.00,7.00,0.00
1356,820,3,3,119.99,48.00,0.00
1357,820,21,1,129.99,45.00,0.00
1358,820,19,1,169.99,62.00,8.50
1359,820,36,1,94.99,34.00,14.25
1360,821,22,1,99.99,38.00,0.00
1361,822,27,1,32.00,11.00,0.00
1362,823,10,2,79.99,32.00,0.00
1363,824,15,1,28.00,8.50,0.00
1364,825,21,1,129.99,45.00,0.00
1365,826,34,1,64.99,22.00,0.00
1366,826,37,1,29.99,8.50,0.00
1367,827,36,1,94.99,34.00,0.00
1368,828,11,1,69.99,28.00,0.00
1369,828,2,1,399.99,210.00,0.00
1370,829,26,1,24.99,6.50,0.00
1371,829,19,1,169.99,62.00,0.00
1372,829,17,1,159.99,55.00,0.00
1373,829,3,2,119.99,48.00,0.00
1374,830,22,1,99.99,38.00,0.00
1375,830,10,1,79.99,32.00,0.00
